"chrom","all_pval","ACP267_pval","NotACP267_pval"
"GBGJ01000076",5.851089e-08,0.0001110768,6.581682e-08
"GBGJ01000123",2.657503e-05,0.0001773917,2.920395e-05
"GBGJ01000488",9.751515e-05,0.08609299,8.526761e-05
"GBGJ01000641",1.009743e-05,0.0005490614,8.305925e-06
"GBGJ01000698",0.00195746,2.356825e-08,0.0018888
"GBGJ01000722",6.359118e-08,0.09072408,3.777187e-08
"GBGJ01001048",4.330218e-06,0.07131171,4.494952e-06
"GBGJ01001188",0.0002746893,2.073433e-05,0.0002508355
"GBGJ01001287",0.00762882,2.603184e-12,0.00603423
"GBGJ01001288",0.03331206,7.154264e-15,0.03172643
"GBGJ01001691",0.000121716,6.328064e-06,9.916431e-05
"GBGJ01002971",0.07149661,2.546727e-06,0.07136213
"GBGJ01003095",8.510024e-11,0.003201873,7.950222e-11
"GBGJ01003661",0.008716821,4.080837e-46,0.007709871
"GBGJ01003892",2.727602e-10,0.01556662,3.436931e-10
"GBGJ01003899",0.3838543,5.127782e-07,0.3751474
"GBGJ01004274",1.540005e-07,0.06843676,1.734468e-07
"GBGJ01004277",9.871972e-06,0.00472918,7.385297e-06
"GBGJ01004596",0.07404637,1.271433e-51,0.04875075
"GBGJ01004743",1.571344e-06,0.09025759,1.144551e-06
"GBGJ01004976",1.276577e-06,0.001112296,9.33046e-07
"GBGJ01005439",4.597374e-06,0.003736018,6.209662e-06
"GBGJ01005788",3.015221e-06,9.028249e-06,3.066695e-06
"GBGJ01006046",4.521781e-06,2.817086e-07,4.468254e-06
"GBGJ01006729",4.553993e-07,0.008614597,4.3108e-07
"GBGJ01007208",2.236974e-06,0.01090086,1.857093e-06
"GBGJ01007909",6.841593e-07,0.002178978,8.725746e-07
"GBGJ01007985",0.0001251102,5.042019e-05,0.0001124532
"GBGJ01008938",0.09340933,9.911472e-11,0.09109807
"GBGJ01009076",1.709902e-11,0.01929418,1.972209e-11
"GBGJ01009250",3.527113e-05,0.06783126,4.348638e-05
"GBGJ01009442",1.088985e-07,0.02769255,1.088985e-07
"GBGJ01009640",0.1276944,8.458689e-06,0.1276944
"GBGJ01009728",3.343016e-05,0.1276944,3.997776e-05
"GBGJ01009959",1.970911e-06,0.0008541601,1.698069e-06
"GBGJ01010367",3.17795e-06,2.162972e-09,2.720456e-06
"GBGJ01010794",0.0003726874,1.96367e-05,0.0003915307
"GBGJ01010856",1.976452e-05,8.253135e-35,1.286678e-06
"GBGJ01011009",2.901533e-05,0.0476083,2.822694e-05
"GBGJ01011708",1.472286e-06,0.03885396,1.385541e-06
"GBGJ01011752",0.1276944,1.170737e-11,0.1276944
"GBGJ01011753",0.06783126,6.045248e-11,0.06783126
"GBGJ01011768",9.303293e-11,0.0009064736,3.394515e-11
"GBGJ01012160",3.715364e-06,0.009004389,4.499321e-06
"GBGJ01012205",0.007553115,5.09036e-05,0.006676784
"GBGJ01012235",4.669076e-05,0.1276944,6.360576e-05
"GBGJ01012242",0.2433946,7.994249e-07,0.2433946
"GBGJ01012374",0.008957653,5.128485e-06,0.007913453
"GBGJ01012558",7.095967e-09,7.363492e-05,5.360211e-09
"GBGJ01012789",2.897912e-05,0.116476,3.133074e-05
"GBGJ01012790",7.322472e-06,0.0001153743,6.761909e-06
"GBGJ01013197",2.442295e-05,0.07247445,2.532242e-05
"GBGJ01013941",0.1276944,6.111631e-07,0.1276944
"GBGJ01014168",0.0157583,2.024811e-07,0.01699947
"GBGJ01014189",8.24144e-06,0.1276944,1.075458e-05
"GBGJ01014437",4.902114e-06,3.071653e-08,5.030078e-06
"GBGJ01014459",8.458689e-06,0.03103142,8.714976e-06
"GBGJ01014532",0.2433946,4.423028e-05,0.2433946
"GBGJ01015618",4.522732e-09,0.03445404,5.240386e-09
"GBGJ01015714",9.590791e-07,1.165182e-07,1.049092e-06
"GBGJ01015792",0.07015016,6.728715e-05,0.07015016
"GBGJ01015912",1.64855e-13,4.248421e-06,1.500402e-13
"GBGJ01015919",0.1276944,5.009716e-80,0.1276944
"GBGJ01015921",0.1290486,1.388079e-71,0.07093084
"GBGJ01016006",4.146434e-09,8.51162e-05,6.700739e-09
"GBGJ01016010",3.954503e-08,0.1276944,4.093548e-08
"GBGJ01016011",2.582759e-10,0.1276944,2.847091e-10
"GBGJ01016060",3.237758e-05,0.0005824385,2.572484e-05
"GBGJ01016150",1.720746e-05,0.01071079,1.469699e-05
"GBGJ01016578",0.1722653,3.885985e-17,0.1644913
"GBGJ01016579",0.002889284,2.098833e-18,0.002119398
"GBGJ01016683",8.527843e-09,0.02578637,1.182696e-08
"GBGJ01016758",2.167492e-06,4.081346e-50,2.260503e-06
"GBGJ01016793",2.659921e-05,0.0830374,2.428175e-05
"GBGJ01016805",5.457601e-09,0.004034997,4.61158e-09
"GBGJ01016826",4.419325e-05,0.0002107142,5.246673e-05
"GBGJ01016827",1.90373e-06,1.061735e-06,1.990983e-06
"GBGJ01016919",3.535449e-07,2.998372e-05,2.357918e-07
"GBGJ01016939",4.403049e-09,2.612589e-06,2.365032e-09
"GBGJ01016940",2.262274e-09,5.005712e-07,1.04058e-09
"GBGJ01017040",4.33234e-12,2.913891e-12,3.923359e-12
"GBGJ01017061",1.383194e-06,0.003243843,1.618909e-06
"GBGJ01017195",9.416376e-08,2.024381e-09,6.484667e-08
"GBGJ01017196",5.47992e-09,0.0001008524,6.15931e-09
"GBGJ01017224",0.01715075,8.035086e-57,0.001316207
"GBGJ01017434",8.992101e-07,0.001050655,8.419826e-07
"GBGJ01017560",6.260045e-09,0.001014789,5.380042e-09
"GBGJ01017726",2.059502e-12,0.01670608,5.172676e-12
"GBGJ01017808",1.467084e-07,0.07085812,1.490088e-07
"GBGJ01018472",0.002608427,2.60977e-08,0.002047886
"GBGJ01018783",0.03187945,5.243765e-08,0.0304402
"GBGJ01018787",0.01929418,1.69767e-08,0.01929418
"GBGJ01019018",5.950187e-13,0.0001972017,4.107552e-13
"GBGJ01019051",7.44388e-07,0.006945455,1.223723e-06
"GBGJ01019523",1.627455e-07,3.09958e-09,1.226666e-07
"GBGJ01019753",7.260727e-07,1.616717e-08,7.309846e-07
"GBGJ01019861",6.950633e-05,0.012637,0.0001074291
"GBGJ01019924",1.23811e-06,0.01504866,1.209476e-06
"GBGJ01019977",0.01185185,2.103765e-06,0.01185185
"GBGJ01020076",0.04921896,4.645599e-05,0.05008211
"GBGJ01021106",2.92021e-06,0.0003333951,2.436768e-06
"GBGJ01021107",9.920119e-07,1.958286e-06,7.925408e-07
"GBGJ01021181",1.579189e-06,4.625709e-06,1.89339e-06
"GBGJ01021253",8.198064e-09,0.006227451,8.445331e-09
"GBGJ01021269",1.977226e-06,2.401638e-13,7.209266e-07
"GBGJ01021381",0.06783126,3.172576e-06,0.06783126
"GBGJ01021824",2.595591e-06,1.208459e-05,2.054359e-06
"GBGJ01022290",7.166612e-06,9.920152e-05,7.697865e-06
"GBGJ01022380",0.02754382,2.089007e-05,0.02580324
"GBGJ01022410",1.550589e-05,0.1801913,1.755564e-05
"GBGJ01022936",4.776242e-06,2.227498e-07,2.412657e-06
"GBGJ01023123",1.970982e-07,0.07345525,2.911338e-07
"GBGJ01023238",0.0004235822,3.503104e-08,0.0003620804
"GBGJ01023316",3.917296e-07,0.06783126,4.050841e-07
"GBGJ01023328",5.822259e-07,0.1276944,7.444383e-07
"GBGJ01023510",4.058677e-05,9.861224e-11,2.59466e-05
"GBGJ01023511",2.380749e-07,6.666094e-10,1.438201e-07
"GBGJ01023727",5.232328e-05,1.807506e-06,8.589973e-05
"GBGJ01023753",0.1019036,1.324597e-96,0.00913649
"GBGJ01023780",0.003096021,4.029949e-06,0.003274789
"GBGJ01023799",3.594024e-14,0.1266704,4.572924e-14
"GBGJ01023887",3.100228e-05,0.0217599,3.80476e-05
"GBGJ01023929",1.374497e-05,0.0001758775,1.520902e-05
"GBGJ01023947",8.235248e-06,0.0002178239,8.709753e-06
"GBGJ01024032",0.00286215,3.492103e-05,0.002572054
"GBGJ01024033",0.01098341,1.51047e-07,0.01098341
"GBGJ01024054",1.136905e-05,0.005668795,9.683576e-06
"GBGJ01024133",0.002710301,5.600559e-05,0.002465028
"GBGJ01024208",6.056339e-05,1.123364e-08,6.660957e-05
"GBGJ01024637",6.012515e-06,0.03145612,6.581199e-06
"GBGJ01024827",2.416539e-10,0.005343498,2.09049e-10
"GBGJ01024906",3.030521e-05,0.01578024,3.011823e-05
"GBGJ01025088",4.620781e-07,9.229836e-07,5.567803e-07
"GBGJ01025348",1.295158e-07,0.02157175,2.646468e-07
"GBGJ01025807",2.387529e-05,7.062233e-07,2.126348e-05
"GBGJ01026231",7.09477e-05,9.399374e-08,5.854664e-05
"GBGJ01026320",8.045151e-06,0.000102706,8.83921e-06
"GBGJ01026901",5.334013e-06,0.00925827,5.917206e-06
"GBGJ01027093",0.01047939,2.42285e-05,0.01012408
"GBGJ01027205",3.888681e-07,0.002376593,3.547336e-07
"GBGJ01027498",0.001580702,5.633114e-06,0.00125529
"GBGJ01027499",0.0001371073,3.493929e-08,7.285666e-05
"GBGJ01027577",3.624811e-05,0.09666188,3.840619e-05
"GBGJ01027978",2.472378e-06,4.771984e-06,1.733158e-06
"GBGJ01028000",0.0001907614,5.271352e-05,0.0002495839
"GBGJ01028019",7.332059e-05,6.358959e-08,5.292286e-05
"GBGJ01028303",3.286987e-05,2.712284e-05,3.800365e-05
"GBGJ01028388",1.860095e-06,0.007246802,1.376173e-06
"GBGJ01028389",6.303207e-07,0.0008584813,7.238654e-07
"GBGJ01028564",3.584412e-05,0.006315962,3.930002e-05
"GBGJ01028945",3.437721e-08,0.0001547636,3.474852e-08
"GBGJ01029461",2.975538e-07,3.301932e-06,3.097887e-07
"GBGJ01030194",0.0110564,4.080115e-05,0.01022149
"GBGJ01030454",1.817288e-05,7.941077e-06,1.700388e-05
"GBGJ01030473",0.2326192,7.303425e-05,0.2279525
"GBGJ01030732",1.44671e-05,0.2433946,2.428175e-05
"GBGJ01030776",0.0002287743,5.452591e-08,0.0002132583
"GBGJ01030777",4.049876e-09,2.621763e-08,1.593586e-09
"GBGJ01030850",1.55299e-05,0.06783126,1.473006e-05
"GBGJ01030984",1.077993e-07,0.0106078,1.603652e-07
"GBGJ01031005",0.2362532,1.064888e-05,0.2362532
"GBGJ01031075",0.0005357871,5.65376e-06,0.0004817906
"GBGJ01031101",9.230054e-07,1.058923e-13,5.402952e-07
"GBGJ01031159",2.801488e-05,0.03618642,3.133074e-05
"GBGJ01031261",1.154389e-07,0.0007990946,1.019067e-07
"GBGJ01031351",0.00216354,2.425798e-11,0.002012916
"GBGJ01031473",2.11195e-07,0.009738867,2.397454e-07
"GBGJ01031503",0.2433946,6.747029e-76,0.2433946
"GBGJ01031616",0.008503334,1.63522e-08,0.007942159
"GBGJ01031617",0.2200491,1.000633e-53,0.1128314
"GBGJ01031625",8.889365e-05,0.02254898,8.630207e-05
"GBGJ01031692",0.004080242,5.848346e-36,0.0008279886
"GBGJ01031694",2.053009e-06,4.303322e-07,2.825524e-06
"GBGJ01031696",3.255767e-07,9.341277e-05,4.077991e-07
"GBGJ01031708",2.75267e-08,0.001122774,1.437557e-08
"GBGJ01031734",0.0002134713,8.725804e-07,0.0001483002
"GBGJ01031754",3.986871e-09,0.002193318,3.551169e-09
"GBGJ01031762",0.001306409,2.332143e-05,0.001098526
"GBGJ01031769",1.095144e-09,0.2433946,1.981275e-09
"GBGJ01031772",6.071924e-05,0.1306625,7.009938e-05
"GBGJ01031773",7.870532e-06,0.04018085,7.140949e-06
"GBGJ01031774",5.808312e-07,0.2433946,5.538342e-07
"GBGJ01031803",1.215202e-06,0.002685654,1.481778e-06
"GBGJ01031804",2.747504e-07,0.02704484,2.962738e-07
"GBGJ01031828",4.089349e-06,0.001635822,3.66318e-06
"GBGJ01031838",0.01132511,5.810596e-05,0.01010629
"GBGJ01031843",0.2430969,1.080018e-06,0.238494
"GBGJ01031845",0.03269552,2.149307e-05,0.03096441
"GBGJ01031851",0.7954605,1.205967e-05,0.795052
"GBGJ01031852",1.077747e-05,5.916316e-08,9.395824e-06
"GBGJ01031875",1.122141e-05,2.93215e-09,8.205631e-06
"GBGJ01031904",0.02537675,1.387005e-05,0.02437885
"GBGJ01031938",4.609885e-06,0.07131171,4.961987e-06
"GBGJ01031939",1.702403e-05,0.02959574,2.182491e-05
"GBGJ01031964",2.698418e-21,0.007727717,4.603062e-21
"GBGJ01031965",7.830677e-05,0.003443042,7.830677e-05
"GBGJ01031968",0.004307207,1.611088e-07,0.003423467
"GBGJ01031982",2.952735e-05,0.1276944,2.854692e-05
"GBGJ01031985",2.7169e-06,3.930657e-05,2.794531e-06
"GBGJ01032010",2.344617e-07,0.0009206574,1.411747e-07
"GBGJ01032040",1.127852e-11,0.1402321,1.371215e-11
"GBGJ01032055",1.128469e-05,0.0147272,1.161462e-05
"GBGJ01032063",0.04092511,3.81017e-07,0.03958443
"GBGJ01032077",2.666693e-05,0.06783126,2.341302e-05
"GBGJ01032125",9.272387e-06,0.0004050808,9.233487e-06
"GBGJ01032143",0.02088616,3.611365e-05,0.01951491
"GBGJ01032177",0.0006552293,2.926379e-06,0.0006293444
"GBGJ01032182",0.002689549,3.580144e-05,0.002419203
"GBGJ01032221",0.4772669,2.043938e-41,0.4772669
"GBGJ01032222",0.04849672,7.303465e-38,0.02104721
"GBGJ01032223",0.2433946,1.955271e-38,0.2433946
"GBGJ01032237",2.285934e-07,0.1077538,2.319455e-07
"GBGJ01032265",5.240151e-05,0.06783126,6.001788e-05
"GBGJ01032326",2.992885e-07,0.0002877673,2.807138e-07
"GBGJ01032328",4.033645e-07,0.01005935,3.438838e-07
"GBGJ01032329",3.336407e-09,5.617563e-05,3.869153e-09
"GBGJ01032343",0.001204726,7.270695e-07,0.0009605832
"GBGJ01032354",4.973742e-06,0.03885396,5.158904e-06
"GBGJ01032366",3.81848e-06,0.1306625,3.754568e-06
"GBGJ01032371",0.0004460475,1.390284e-05,0.0003863099
"GBGJ01032372",1.508674e-05,1.637321e-05,1.283102e-05
"GBGJ01032471",0.03962304,2.551824e-05,0.03635829
"GBGJ01032472",3.522116e-05,0.007069856,3.360598e-05
"GBGJ01032477",2.21841e-10,0.01929418,2.174892e-10
"GBGJ01032483",6.218882e-13,2.033068e-11,1.407835e-13
"GBGJ01032652",2.699969e-05,0.01180194,2.560465e-05
"GBGJ01032834",1.387005e-05,0.005005457,1.364765e-05
"GBGJ01032836",1.413337e-08,3.218378e-08,1.344583e-08
"GBGJ01032935",7.198565e-05,0.0009160094,6.72233e-05
"GBGJ01033019",5.479478e-08,4.868071e-05,3.869124e-08
"GBGJ01033218",0.02227464,4.227416e-06,0.01950635
"GBGJ01033225",4.989659e-05,5.454843e-06,4.198349e-05
"GBGJ01033295",1.363494e-10,1.251928e-08,1.089755e-10
"GBGJ01033325",2.168739e-10,8.578315e-10,1.627225e-10
"GBGJ01033331",2.567293e-05,0.001728373,2.582294e-05
"GBGJ01033362",0.1276944,1.155698e-67,0.06395154
"GBGJ01033378",7.461338e-09,0.0003498239,9.183349e-09
"GBGJ01033381",2.695488e-07,3.922656e-05,1.899898e-07
"GBGJ01033459",0.002736318,5.358002e-06,0.002480715
"GBGJ01033460",2.634671e-11,1.875702e-05,3.078281e-11
"GBGJ01033520",0.0001934436,2.81377e-07,0.0001623007
"GBGJ01033692",0.00052591,1.57972e-05,0.000585571
"GBGJ01033811",0.1276944,1.64831e-05,0.1276944
"GBGJ01033828",6.310591e-06,0.2433946,1.056011e-05
"GBGJ01033845",0.007859903,2.209668e-06,0.008630416
"GBGJ01034182",1.263477e-06,4.904948e-05,1.23548e-06
"GBGJ01035411",0.1190403,9.439544e-11,0.1069942
"GBGJ01035608",6.046432e-05,0.0438104,6.469601e-05
"GBGJ01036334",2.351915e-10,0.1841342,4.700836e-10
"GBGJ01037188",0.008369706,2.537282e-07,0.007250944
"GBGJ01037860",4.632675e-05,0.004525308,6.006721e-05
"GBGJ01038217",6.906568e-19,0.0002023931,8.089404e-19
"GBGJ01038667",0.0004934791,1.027881e-05,0.0003784789
"GBGJ01038674",2.89355e-09,4.346063e-05,2.142763e-09
"GBGJ01038733",6.621355e-08,0.006633521,7.79655e-08
"GBGJ01038779",0.01166836,8.763321e-06,0.01157105
"GBGJ01038904",2.212643e-07,0.1210648,3.218632e-07
"GBGJ01040360",4.954453e-05,0.09570863,7.929579e-05
"GBGJ01040471",0.0109638,3.722633e-07,0.01049749
"GBGJ01040642",0.2433946,7.243091e-16,0.2433946
"GBGJ01040647",1.316653e-10,2.287607e-05,1.517023e-10
"GBGJ01040728",0.0540411,1.905056e-05,0.04956604
"GBGJ01040860",0.0001067279,8.860676e-09,7.83166e-05
"GBGJ01040905",1.634748e-07,0.0702677,1.197143e-07
"GBGJ01040907",3.28464e-06,3.792135e-05,4.02783e-06
"GBGJ01040976",9.330943e-07,0.04119047,1.356581e-06
"GBGJ01041213",0.01786281,4.781991e-06,0.01720877
"GBGJ01041421",2.424821e-13,0.00574761,2.65508e-13
"GBGJ01041508",2.71961e-05,0.2433946,4.19557e-05
"GBGJ01041509",3.28188e-08,0.02829612,2.991614e-08
"GBGJ01041510",1.021838e-05,0.1315799,9.482097e-06
"GBGJ01041541",5.223225e-06,0.05687318,4.791432e-06
"GBGJ01041692",9.336288e-12,0.0001697214,1.253041e-11
"GBGJ01041821",4.98652e-07,0.01330334,5.63262e-07
"GBGJ01041882",1.510576e-05,0.001221938,1.308636e-05
"GBGJ01041901",0.01030567,5.4809e-05,0.00936806
"GBGJ01042101",0.003713961,7.706686e-08,0.003556787
"GBGJ01042215",0.0003384204,8.48474e-06,0.0002570549
"GBGJ01042231",0.004371342,4.223028e-05,0.004416687
"GBGJ01042271",0.0005024685,4.176773e-06,0.0004353252
"GBGJ01042541",2.918937e-06,2.307855e-05,2.18972e-06
"GBGJ01043109",0.1306625,3.593286e-44,0.1306625
"GBGJ01043709",0.003240056,1.356564e-05,0.003362833
"GBGJ01043710",0.0005854902,4.402039e-05,0.0005491108
"GBGJ01043771",6.688155e-07,0.06783126,8.000164e-07
"GBGJ01044221",7.813988e-06,0.0008962154,7.57617e-06
"GBGJ01044223",4.674522e-07,2.847556e-07,3.222084e-07
"GBGJ01044224",0.05238702,2.54216e-07,0.05191296
"GBGJ01044296",7.470443e-07,0.0006624834,6.497834e-07
"GBGJ01044317",0.008541916,4.328825e-06,0.008945295
"GBGJ01044572",1.363335e-06,0.037394,1.249944e-06
"GBGJ01044577",1.324263e-05,0.01190488,1.663863e-05
"GBGJ01044805",2.696498e-08,0.002167832,2.727064e-08
"GBGJ01044862",4.224445e-07,1.964614e-06,3.807296e-07
"GBGJ01044868",0.1394619,5.389308e-06,0.1383697
"GBGJ01044941",5.760542e-06,0.07150929,5.630287e-06
"GBGJ01044949",2.406969e-08,0.171187,2.548131e-08
"GBGJ01045029",5.446718e-06,0.01708098,5.83943e-06
"GBGJ01045078",2.047803e-06,0.00125196,2.133904e-06
"GBGJ01045079",1.424257e-08,0.05429183,1.54795e-08
"GBGJ01045123",1.350684e-06,0.0002126665,1.373839e-06
"GBGJ01045303",6.437918e-10,0.0008884433,8.024223e-10
"GBGJ01045508",0.1326323,1.857085e-44,0.1326323
"GBGJ01045848",4.803278e-13,8.710856e-06,4.839092e-13
"GBGJ01045936",1.430356e-07,3.459274e-12,3.607397e-08
"GBGJ01045937",3.309481e-11,1.284619e-09,2.538695e-11
"GBGJ01046323",1.868314e-05,0.01975528,1.945785e-05
"GBGJ01046444",5.661464e-05,0.000107889,5.981577e-05
"GBGJ01046573",8.463432e-06,0.001807353,8.318301e-06
"GBGJ01047123",0.004576512,5.593702e-07,0.004539498
"GBGJ01047125",0.02636784,8.6936e-08,0.0235433
"GBGJ01047392",7.50137e-14,0.00113473,5.996063e-14
"GBGJ01047639",3.163691e-07,0.002768401,3.68453e-07
"GBGJ01047675",1.444349e-06,0.0478454,1.494576e-06
"GBGJ01047729",0.004425281,8.149068e-46,0.004481478
"GBGJ01047755",0.01768196,2.475813e-30,0.007128356
"GBGJ01048042",7.594819e-05,0.0002531379,6.4439e-05
"GBGJ01048084",5.296253e-06,0.04315405,5.707232e-06
"GBGJ01048221",0.00383988,7.148988e-05,0.00383988
"GBGJ01048345",4.516241e-05,4.694175e-05,3.876476e-05
"GBGJ01048689",0.1276944,1.691018e-05,0.1276944
"GBGJ01048734",8.701357e-10,0.03577748,6.133604e-10
"GBGJ01048736",2.583303e-06,0.0001545824,2.119406e-06
"GBGJ01049037",9.421163e-06,0.008896199,1.385141e-05
"GBGJ01049459",1.344632e-05,0.009202773,1.20527e-05
"GBGJ01049606",0.006848823,1.633913e-07,0.005665381
"GBGJ01049630",5.479478e-08,4.250582e-05,5.844284e-08
"GBGJ01049633",8.024223e-10,0.0008434215,7.106446e-10
"GBGJ01049636",2.179084e-09,0.0649491,3.767833e-09
"GBGJ01049667",0.0001048216,3.917687e-05,0.0001093555
"GBGJ01049668",0.008903161,1.143278e-05,0.008903161
"GBGJ01049872",1.881562e-07,0.0001000886,2.173193e-07
"GBGJ01049926",1.531915e-10,0.01623108,1.72964e-10
"GBGJ01050127",0.008334052,3.779498e-05,0.00824083
"GBGJ01050128",0.0003606041,8.382371e-06,0.0003705957
"GBGJ01050142",2.676793e-07,0.002347712,2.92762e-07
"GBGJ01050446",1.899194e-07,1.473519e-07,9.474945e-08
"GBGJ01050479",0.00803119,4.711681e-05,0.008253649
"GBGJ01050487",0.00042721,9.262093e-07,0.0004678418
"GBGJ01050488",7.185471e-05,4.922945e-06,7.185471e-05
"GBGJ01050489",0.005320683,5.670311e-05,0.005126366
"GBGJ01050627",3.862612e-05,0.0002335176,3.897676e-05
"GBGJ01050719",1.948592e-10,9.207447e-08,1.377938e-10
"GBGJ01050747",0.02073214,2.611821e-07,0.01991812
"GBGJ01050754",5.856396e-08,2.919488e-07,5.57167e-08
"GBGJ01050767",1.484788e-05,0.001999785,1.266468e-05
"GBGJ01050769",5.998505e-08,8.265774e-11,7.020902e-08
"GBGJ01050833",5.307384e-07,0.004840387,5.637062e-07
"GBGJ01050875",1.049721e-05,1.843636e-05,1.306927e-05
"GBGJ01050919",2.577674e-05,0.004058119,2.14978e-05
"GBGJ01051029",0.001988901,5.6866e-05,0.001881385
"GBGJ01051154",2.106551e-09,0.004314106,2.953261e-09
