"chrom","all_pval","ACP267_pval","NotACP267_pval"
"GBGJ01080243",0.02620347,8.715936e-05,0.02481056
"GBGJ01080249",6.36534e-10,0.007377454,8.553644e-10
"GBGJ01080261",0.07131171,9.657855e-07,0.07131171
"GBGJ01080274",3.77191e-06,2.721728e-07,3.015231e-06
"GBGJ01080280",1.537092e-16,0.2433946,1.84896e-16
"GBGJ01080317",0.1225647,4.374271e-58,0.1160739
"GBGJ01080326",0.03618642,2.909682e-07,0.03618642
"GBGJ01080327",4.699394e-06,3.92276e-09,2.551945e-06
"GBGJ01080341",1.42355e-06,0.007981786,1.692508e-06
"GBGJ01080348",4.049391e-10,0.02379007,2.932656e-10
"GBGJ01080373",8.121372e-05,0.05257346,0.0001241454
"GBGJ01080383",0.2433946,8.353037e-12,0.2433946
"GBGJ01080401",4.754321e-05,0.0001031597,4.708305e-05
"GBGJ01080407",8.610255e-07,0.1112922,8.917424e-07
"GBGJ01080429",0.2433946,4.798661e-07,0.2433946
"GBGJ01080441",2.310456e-06,0.1369153,4.454954e-06
"GBGJ01080462",0.06783126,7.260757e-10,0.06783126
"GBGJ01080498",8.357381e-05,0.07015016,8.488148e-05
"GBGJ01080518",0.001265676,8.193993e-06,0.001236405
"GBGJ01080527",0.003033277,2.901507e-06,0.00263775
"GBGJ01080540",0.07819122,2.550506e-09,0.06862787
"GBGJ01080557",3.466024e-05,0.0006649039,3.080969e-05
"GBGJ01080574",2.790156e-10,3.942236e-05,1.770028e-10
"GBGJ01080596",1.875555e-06,7.661197e-05,1.5375e-06
"GBGJ01080607",0.0002401742,6.690334e-07,0.0001756371
"GBGJ01080645",0.06783126,8.055152e-88,0.06783126
"GBGJ01080671",0.2433946,3.835926e-05,0.2433946
"GBGJ01080689",3.779949e-05,0.0001207781,3.140686e-05
"GBGJ01080774",0.1306625,2.738624e-05,0.1306625
"GBGJ01080781",5.942154e-05,2.742043e-06,5.338204e-05
"GBGJ01080782",0.04091303,1.054569e-05,0.04125415
"GBGJ01080787",7.597236e-07,0.004256458,9.146683e-07
"GBGJ01080790",1.330124e-06,0.003171591,2.067411e-06
"GBGJ01080791",6.03553e-07,0.2433946,8.472037e-07
"GBGJ01080803",1.62616e-10,1.393924e-07,5.990059e-11
"GBGJ01080811",0.1276944,2.527309e-05,0.1276944
"GBGJ01080824",4.262696e-05,6.271093e-05,3.72112e-05
"GBGJ01080831",0.2433946,6.686541e-19,0.2433946
"GBGJ01080835",1.048817e-05,0.2418435,1.003704e-05
"GBGJ01080873",6.945225e-05,0.0009326929,7.761465e-05
"GBGJ01080882",3.250198e-05,0.01463535,2.8619e-05
"GBGJ01080883",2.328667e-06,0.0003699004,2.905393e-06
"GBGJ01080885",2.54033e-05,0.02447221,2.755973e-05
"GBGJ01080910",1.566132e-06,0.01919907,1.509748e-06
"GBGJ01080912",0.02287002,2.497921e-06,0.0219851
"GBGJ01080919",1.353932e-07,0.0224554,1.394423e-07
"GBGJ01081075",1.582865e-07,1.438394e-05,1.076186e-07
"GBGJ01081107",0.1276944,4.027204e-05,0.1276944
"GBGJ01081128",1.277989e-09,1.623701e-06,6.647805e-10
"GBGJ01081155",0.0006520344,4.329096e-05,0.0006772108
"GBGJ01081232",7.400797e-06,0.06783126,1.112789e-05
"GBGJ01081252",0.1276944,7.057688e-06,0.1276944
"GBGJ01081255",1.121361e-06,8.823023e-05,1.251179e-06
"GBGJ01081323",6.719741e-10,0.002525236,8.838188e-10
"GBGJ01081332",4.026424e-12,0.1283339,7.134393e-12
"GBGJ01081365",1.571894e-05,0.02157175,1.774362e-05
"GBGJ01081376",0.01111222,1.846268e-05,0.01349072
"GBGJ01081501",0.0001919636,1.013775e-08,0.00011388
"GBGJ01081512",1.341885e-06,0.1316483,1.613337e-06
"GBGJ01081535",3.164414e-07,0.01744733,3.665182e-07
"GBGJ01081543",0.0674127,7.29014e-05,0.0631406
"GBGJ01081562",7.332641e-09,1.25088e-07,5.252948e-09
"GBGJ01081599",1.026913e-08,0.0002046626,1.002361e-08
"GBGJ01081624",7.99905e-14,0.01438789,7.99905e-14
"GBGJ01081661",0.1391847,8.770477e-07,0.1320722
"GBGJ01081754",2.55933e-07,0.1276944,2.937993e-07
"GBGJ01081848",1.054147e-07,0.2373824,1.685581e-07
"GBGJ01081852",0.02772637,1.754525e-06,0.02879305
"GBGJ01081863",3.00066e-10,0.0002238047,4.823976e-10
"GBGJ01081884",2.683374e-11,0.0003067795,5.066514e-11
"GBGJ01081918",6.932688e-06,9.989459e-07,4.794653e-06
"GBGJ01081941",2.879286e-05,0.0001171642,2.742656e-05
"GBGJ01082019",0.006358093,5.768709e-26,0.004476385
"GBGJ01082252",9.369274e-06,0.0009594024,1.027031e-05
"GBGJ01082255",1.174793e-09,2.910048e-06,1.209264e-09
"GBGJ01082378",5.505709e-07,0.01491031,6.375339e-07
"GBGJ01082466",0.08206737,2.075835e-05,0.08194024
"GBGJ01082490",6.127232e-05,0.002673255,5.683558e-05
"GBGJ01082518",3.255987e-06,0.2433946,3.105899e-06
"GBGJ01082562",1.009122e-08,0.000482285,8.252633e-09
"GBGJ01082571",9.540841e-11,1.086998e-05,8.041033e-11
"GBGJ01082654",3.839293e-08,0.00239933,5.867228e-08
"GBGJ01082740",0.01383177,8.140477e-05,0.01380954
"GBGJ01082799",5.512304e-08,0.1276944,1.047723e-07
"GBGJ01082806",0.0001014872,5.512304e-08,7.934394e-05
"GBGJ01082851",8.173241e-05,2.075921e-07,7.441911e-05
"GBGJ01082858",1.343482e-09,0.009398269,2.279193e-09
"GBGJ01082860",2.306742e-05,0.1276944,3.121813e-05
"GBGJ01082918",6.97927e-08,0.03431075,6.583928e-08
"GBGJ01082927",1.999703e-05,1.891325e-14,1.250671e-05
"GBGJ01082965",7.318552e-09,0.0001645116,4.167453e-09
"GBGJ01082969",6.56773e-07,0.1276944,7.615156e-07
"GBGJ01082983",0.01267566,3.555557e-07,0.01188078
"GBGJ01082989",7.420437e-06,6.846891e-06,7.613757e-06
"GBGJ01083050",0.1276944,2.85474e-05,0.1276944
"GBGJ01083061",0.01702213,7.223452e-05,0.01662372
"GBGJ01083063",0.001220018,3.479044e-05,0.001184848
"GBGJ01083168",0.0003847627,1.935648e-05,0.0005061159
"GBGJ01083203",0.01320187,5.001473e-12,0.01241459
"GBGJ01083236",1.259547e-05,0.1123754,1.440028e-05
"GBGJ01083253",7.849603e-05,0.004858079,7.256738e-05
"GBGJ01083300",0.03885396,6.064658e-05,0.03885396
"GBGJ01083319",5.957928e-06,0.01161138,7.537739e-06
"GBGJ01083350",3.54056e-06,0.03885396,3.508094e-06
"GBGJ01083438",1.332148e-06,0.06783126,1.04402e-06
"GBGJ01083520",1.865077e-15,0.06783126,1.898402e-15
"GBGJ01083598",0.06026798,7.375239e-10,0.05191296
"GBGJ01083649",0.806547,1.357729e-53,0.7511535
"GBGJ01083672",0.02102701,2.879881e-44,0.005329989
"GBGJ01083737",6.49051e-08,0.01569254,6.692022e-08
"GBGJ01083740",2.465721e-07,0.0008989288,2.330815e-07
"GBGJ01083743",3.770682e-05,0.0004810846,2.975732e-05
"GBGJ01083779",0.0007837986,1.199693e-05,0.0007933495
"GBGJ01083865",1.312263e-16,4.916432e-09,1.023001e-16
"GBGJ01083898",1.281059e-07,0.06695373,1.030759e-07
"GBGJ01083911",2.177453e-07,3.712285e-11,2.177453e-07
"GBGJ01083973",0.07862851,3.850266e-06,0.08252866
"GBGJ01084007",4.109185e-05,0.001643912,4.51236e-05
"GBGJ01084036",0.002498843,2.905399e-45,0.0002175107
"GBGJ01084073",1.362386e-11,0.0002255006,1.466321e-11
"GBGJ01084154",0.01024937,3.593498e-05,0.01024937
"GBGJ01084207",2.546727e-06,0.1276944,2.729713e-06
"GBGJ01084213",7.161344e-06,0.004800747,6.160081e-06
"GBGJ01084303",6.470859e-15,6.76107e-14,2.295651e-15
"GBGJ01084410",0.0004324698,6.532703e-07,0.0004101023
"GBGJ01084423",7.177301e-10,2.52394e-10,4.960503e-10
"GBGJ01084507",1.2176e-06,3.083376e-07,8.056156e-07
"GBGJ01084548",1.010875e-06,0.001774379,1.117936e-06
"GBGJ01084598",0.01929418,1.068244e-08,0.01929418
"GBGJ01084679",9.141664e-09,0.03704791,6.144428e-09
"GBGJ01084719",1.806786e-05,0.03729909,2.211656e-05
"GBGJ01084770",9.650092e-07,0.2433946,8.470821e-07
"GBGJ01084804",1.711927e-13,0.0002437406,1.770431e-13
"GBGJ01084821",0.06731901,9.631679e-53,0.03512441
"GBGJ01084864",1.880641e-05,0.06657146,1.948326e-05
"GBGJ01084963",5.665209e-08,0.000132392,6.040708e-08
"GBGJ01085037",3.634343e-07,0.2433946,4.428671e-07
"GBGJ01085092",4.20202e-05,0.001034641,4.186302e-05
"GBGJ01085102",4.355242e-09,0.000451716,7.198986e-09
"GBGJ01085108",7.088011e-07,0.0163405,9.408966e-07
"GBGJ01085158",0.002073849,1.714844e-06,0.002213182
"GBGJ01085162",8.430524e-05,6.825123e-05,8.754199e-05
"GBGJ01085328",0.1121807,4.348638e-05,0.1196172
"GBGJ01085336",3.942579e-05,0.004178558,5.221499e-05
"GBGJ01085399",0.0003285821,1.533357e-12,0.0002050796
"GBGJ01085593",0.0002656901,2.873344e-05,0.0002174811
"GBGJ01085649",3.410601e-06,0.00129098,3.157543e-06
"GBGJ01085659",0.00107021,1.751224e-08,0.000789736
"GBGJ01085718",0.02552916,3.389862e-45,0.01140212
"GBGJ01085728",6.159643e-05,0.007468052,6.398332e-05
"GBGJ01085923",2.579217e-06,9.824044e-06,2.641065e-06
"GBGJ01085945",1.383278e-05,1.443501e-05,1.136905e-05
"GBGJ01085948",0.0164446,1.507634e-33,0.00943044
"GBGJ01086010",0.0003050295,6.551084e-05,0.0002528476
"GBGJ01086103",0.07264992,2.563676e-08,0.0642822
"GBGJ01086228",0.006611672,9.602589e-12,0.007334051
"GBGJ01086316",0.08626245,2.344015e-07,0.07914405
"GBGJ01086349",0.2466159,2.282996e-05,0.2466159
"GBGJ01086363",1.247509e-05,1.591365e-06,6.502663e-06
"GBGJ01086393",1.655809e-05,0.1276944,2.183614e-05
"GBGJ01086699",2.592804e-07,0.06118616,2.516835e-07
"GBGJ01086785",0.02462876,4.187803e-09,0.02256249
"GBGJ01086854",4.058673e-10,0.1047726,6.335005e-10
"GBGJ01086975",9.9376e-06,0.03784785,1.440028e-05
"GBGJ01087006",2.86612e-19,0.0004735108,3.267094e-19
"GBGJ01087020",4.853873e-08,0.1276944,4.706042e-08
"GBGJ01087080",0.06783126,2.087849e-72,0.06783126
"GBGJ01087095",0.04622103,3.474152e-19,0.03282283
"GBGJ01087112",0.1276944,1.103768e-06,0.1276944
"GBGJ01087176",0.03618642,2.547895e-74,0.03618642
"GBGJ01087192",1.043212e-05,4.3633e-05,1.055131e-05
"GBGJ01087285",0.1276944,2.547895e-74,0.1276944
"GBGJ01087299",6.938332e-10,1.369247e-05,3.017178e-10
"GBGJ01087318",0.01411886,8.036465e-05,0.01289471
"GBGJ01087351",1.422949e-08,7.970841e-05,1.267142e-08
"GBGJ01087452",3.394175e-11,2.14768e-11,1.058342e-11
"GBGJ01087491",6.801701e-08,0.03497653,7.4333e-08
"GBGJ01087544",1.535814e-05,0.0006255963,1.810041e-05
"GBGJ01087569",1.110496e-05,0.00120663,9.091985e-06
"GBGJ01087737",3.27941e-05,0.06116722,3.350552e-05
"GBGJ01087773",0.007451233,5.407263e-13,0.006124747
"GBGJ01087869",0.03871942,1.291116e-59,0.005540526
"GBGJ01088002",0.00312109,6.571084e-09,0.00312109
"GBGJ01088098",0.01264465,3.431977e-06,0.01140945
"GBGJ01088105",0.06283208,2.421143e-50,0.02152624
"GBGJ01088129",0.001573383,6.504967e-05,0.001403135
"GBGJ01088215",6.303572e-07,4.286038e-05,4.423016e-07
"GBGJ01088326",0.000305566,3.680908e-07,0.0002998491
"GBGJ01088349",0.06783126,3.573634e-06,0.06783126
"GBGJ01088390",0.1276944,4.172091e-09,0.1276944
"GBGJ01088440",0.07247445,1.55299e-05,0.07247445
"GBGJ01088467",7.471127e-05,5.844388e-05,7.654373e-05
"GBGJ01088641",3.296733e-06,0.07015016,3.81834e-06
"GBGJ01088658",1.006923e-07,0.04605083,1.025829e-07
"GBGJ01088746",2.384637e-06,0.0352426,2.384637e-06
"GBGJ01088763",0.06783126,4.960344e-65,0.05405456
"GBGJ01088780",0.04861951,2.252931e-05,0.04375782
"GBGJ01088823",2.173897e-06,0.01595627,1.966393e-06
"GBGJ01088879",4.457092e-09,8.009809e-07,5.373422e-09
"GBGJ01088905",8.943686e-08,0.1276944,1.277549e-07
"GBGJ01089098",4.782452e-06,4.807312e-09,2.365284e-06
"GBGJ01089203",0.003053331,6.872971e-05,0.002753275
"GBGJ01089210",0.0006033718,1.146475e-05,0.000552519
"GBGJ01089376",2.95376e-08,0.06603663,2.891508e-08
"GBGJ01089391",0.005021948,1.673123e-07,0.00427969
"GBGJ01089589",0.03643768,8.679746e-07,0.0322332
"GBGJ01089634",1.712039e-06,0.004790456,1.792055e-06
"GBGJ01089869",0.1134467,3.382677e-05,0.1063053
"GBGJ01089888",6.278183e-07,3.923119e-05,5.47515e-07
"GBGJ01089936",1.987435e-06,0.04092511,2.581435e-06
"GBGJ01089979",6.981616e-10,0.02757822,7.704792e-10
"GBGJ01090420",0.02376136,7.982313e-08,0.02205224
"GBGJ01090593",3.110052e-05,0.03576431,2.563245e-05
"GBGJ01090693",3.249302e-06,0.009882973,5.96078e-06
"GBGJ01090737",4.268326e-06,0.005221486,5.561365e-06
"GBGJ01090788",4.825679e-06,0.1026901,4.734198e-06
"GBGJ01090955",5.993796e-09,0.003248608,5.852427e-09
"GBGJ01090971",3.540313e-05,9.751483e-10,2.983429e-05
"GBGJ01090990",6.426164e-08,0.2068363,6.10797e-08
"GBGJ01091071",1.014202e-14,7.410878e-08,4.426967e-15
"GBGJ01091180",4.48339e-05,0.01590484,5.308983e-05
"GBGJ01091475",2.757421e-05,0.01199012,2.560465e-05
"GBGJ01091714",0.2433946,1.954352e-06,0.2433946
"GBGJ01092246",7.468952e-09,3.684916e-05,4.522732e-09
"GBGJ01092697",0.01413628,6.18627e-10,0.01199691
"GBGJ01092854",0.002137453,2.049444e-08,0.002027673
"GBGJ01092911",4.951348e-05,0.1306625,6.319242e-05
"GBGJ01092916",0.0001657085,1.025151e-42,1.574244e-05
"GBGJ01093410",1.286873e-07,3.063322e-07,7.748302e-08
"GBGJ01093743",0.06783126,3.558821e-05,0.06783126
"GBGJ01094767",6.742555e-06,8.403489e-06,4.857592e-06
"GBGJ01097256",1.294942e-06,0.2433946,1.063551e-06
"GBGJ01098784",0.06783126,9.968811e-06,0.06783126
"GBGJ01098814",6.162434e-05,0.2118116,6.197791e-05
"GBGJ01099193",0.06969215,9.522182e-36,0.04340153
"GBGJ01099602",2.939579e-07,0.03649097,3.029274e-07
"GBGJ01100429",0.1844263,1.79348e-51,0.09207271
"GBGJ01100543",1.23548e-06,0.01422709,1.252647e-06
"GBGJ01101177",0.003866702,6.560739e-05,0.004070162
"GBGJ01101307",1.050069e-08,4.924024e-05,1.026134e-08
"GBGJ01101547",8.544771e-07,7.104857e-05,6.842187e-07
"GBGJ01101619",7.681714e-07,1.927022e-09,5.70701e-07
"GBGJ01101620",0.000141266,9.163263e-07,0.0001455522
"GBGJ01102166",1.924561e-11,0.01219887,1.753734e-11
"GBGJ01102340",1.870634e-07,1.071296e-13,1.536262e-07
"GBGJ01102396",9.338772e-08,0.2433946,1.327506e-07
"GBGJ01107365",0.0001886148,7.391055e-05,0.0002210258
"GBGJ01107733",1.589105e-05,0.132824,1.542133e-05
"GBGJ01108018",6.005165e-11,0.007974246,7.718446e-11
"GBGJ01108262",1.194635e-14,2.643137e-17,1.467426e-14
"GBGJ01108354",1.275986e-07,4.218379e-06,7.749614e-08
"GBGJ01108967",0.02123415,2.875559e-06,0.0200855
"GBGJ01111089",6.340405e-09,1.27114e-11,3.053199e-09
"GBGJ01111229",0.06783126,2.733995e-06,0.06783126
"GBGJ01111271",1.273419e-05,0.004802178,6.88545e-06
"GBGJ01112468",0.06783126,4.56514e-07,0.06783126
"GBGJ01113115",1.724616e-05,0.8616524,1.724616e-05
"GBGJ01113346",0.0005787593,6.942951e-06,0.0004804427
"GBGJ01114122",8.149887e-06,0.0002123828,9.324459e-06
"GBGJ01114452",0.0124103,7.36352e-07,0.0124103
"GBGJ01114582",7.456429e-08,1.569644e-06,5.695665e-08
"GBGJ01114743",0.01569161,7.845791e-06,0.01619615
"GBGJ01114818",1.848726e-05,0.002094916,2.028415e-05
"GBGJ01114857",0.2433946,3.312761e-21,0.2433946
"GBGJ01114938",1.380222e-10,0.0006658232,1.62264e-10
"GBGJ01115169",0.06783126,8.334253e-42,0.06783126
"GBGJ01115223",2.505944e-16,0.08920768,3.317741e-16
"GBGJ01115309",3.534891e-05,0.0002422828,3.315871e-05
"GBGJ01115319",0.1276944,4.840354e-06,0.1276944
"GBGJ01115361",1.113879e-19,0.03618642,4.501844e-19
"GBGJ01115410",1.083881e-05,0.000737484,1.070185e-05
"GBGJ01115412",0.03740733,2.740597e-09,0.03172297
"GBGJ01115446",0.02150664,3.167015e-05,0.02269491
"GBGJ01115464",6.251383e-08,0.001154391,3.692263e-08
"GBGJ01115493",2.224781e-07,0.1276944,2.772596e-07
"GBGJ01115529",0.02196071,3.53693e-06,0.02196071
"GBGJ01115578",1.070185e-05,0.01089504,1.024074e-05
"GBGJ01115688",3.687759e-11,1.180047e-08,1.699153e-11
"GBGJ01115696",0.1006997,2.645347e-49,0.05252716
"GBGJ01115829",1.676808e-05,0.00263775,1.625849e-05
"GBGJ01115843",0.05670158,3.9932e-07,0.05463141
"GBGJ01115855",6.421069e-05,0.2395679,6.248334e-05
"GBGJ01115961",3.621018e-07,0.0003197258,3.448875e-07
"GBGJ01116113",0.0108263,7.752693e-05,0.01083891
"GBGJ01116394",2.751135e-06,0.004652479,2.452147e-06
"GBGJ01116411",8.164349e-12,9.772546e-08,3.055757e-12
"GBGJ01116602",0.1201434,9.376221e-07,0.1153163
"GBGJ01116603",0.01681115,1.381711e-08,0.0145434
"GBGJ01116939",0.002330677,1.630681e-07,0.001781882
"GBGJ01117383",3.523193e-10,2.038467e-14,3.553428e-10
"GBGJ01117597",0.1838156,1.619136e-07,0.1812086
"GBGJ01117623",0.000324581,2.808854e-05,0.0002557214
"GBGJ01117624",1.463516e-08,0.2433946,1.533687e-08
"GBGJ01117713",1.728497e-13,0.005599645,1.008596e-13
"GBGJ01117806",4.208366e-06,0.1276944,4.748179e-06
"GBGJ01117932",0.01598604,7.575093e-05,0.01474998
"GBGJ01118420",3.147752e-08,0.126192,4.186161e-08
"GBGJ01118460",0.02694586,5.513204e-05,0.02387031
"GBGJ01118500",0.0001622756,1.972325e-05,0.0001529104
"GBGJ01118628",0.001080243,5.390472e-05,0.0009918955
"GBGJ01118629",0.01631071,1.771956e-09,0.01773087
"GBGJ01118658",0.01023725,6.861416e-08,0.009068627
"GBGJ01118659",0.06783126,3.641112e-09,0.06783126
"GBGJ01118724",4.93198e-06,0.150815,5.302165e-06
"GBGJ01118768",9.885637e-11,0.001814713,1.127833e-10
"GBGJ01118864",0.2860408,7.561617e-05,0.2840666
"GBGJ01118965",0.0007443023,5.598226e-10,0.0006251573
"GBGJ01119006",0.4683675,1.09542e-45,0.4683675
"GBGJ01119013",3.12993e-09,0.09470822,3.091553e-09
"GBGJ01119036",1.046935e-08,0.09624346,1.146824e-08
"GBGJ01119096",3.509574e-05,0.02251372,2.737564e-05
"GBGJ01119274",9.624166e-07,1.216858e-06,9.50778e-07
"GBGJ01119296",1.21554e-07,0.0002112215,1.233538e-07
"GBGJ01119363",1.013436e-05,0.2433946,9.468879e-06
"GBGJ01119378",1.024784e-06,0.2433946,8.48315e-07
"GBGJ01119393",5.492357e-07,0.08136819,8.622121e-07
"GBGJ01119394",5.167669e-10,0.1276944,8.237294e-10
"GBGJ01119400",1.563118e-06,0.03255315,1.873421e-06
"GBGJ01119487",4.562694e-09,0.1326323,7.300672e-09
"GBGJ01119488",1.655385e-08,0.1276944,2.219475e-08
"GBGJ01119727",0.01454436,4.300288e-06,0.01212229
"GBGJ01119750",1.657228e-05,0.1276944,1.843855e-05
"GBGJ01119873",0.01956948,3.756815e-05,0.02016113
"GBGJ01119940",1.660457e-05,0.1276944,2.236193e-05
"GBGJ01119952",0.003999392,4.304327e-06,0.003999392
"GBGJ01119977",0.001217141,1.536262e-07,0.0009696166
"GBGJ01120042",0.07189294,1.06614e-62,0.07189294
"GBGJ01120191",0.005330805,3.192214e-09,0.004057864
"GBGJ01120214",0.4772669,1.220789e-52,0.4612497
"GBGJ01120616",4.578942e-07,3.739006e-11,4.976305e-07
"GBGJ01120662",3.619068e-07,0.007309067,2.622161e-07
"GBGJ01120663",1.704688e-05,0.002341512,1.870774e-05
"GBGJ01120739",4.645599e-05,0.06271909,4.656952e-05
"GBGJ01120740",0.02515173,2.627743e-05,0.02506448
"GBGJ01120755",0.002875466,8.147476e-07,0.002870279
"GBGJ01120807",0.02271829,1.105823e-08,0.02222266
"GBGJ01120869",1.975148e-08,0.1306625,1.858972e-08
"GBGJ01120882",4.963973e-06,0.1276944,7.43945e-06
"GBGJ01120957",3.507666e-06,0.0004810846,4.033947e-06
"GBGJ01121028",0.0001058754,1.059733e-15,0.0001257928
"GBGJ01121155",3.121897e-05,0.0005332918,2.615625e-05
"GBGJ01121169",1.169748e-07,0.1981928,1.406314e-07
"GBGJ01121186",1.55324e-08,0.0003565245,1.24984e-08
"GBGJ01121240",1.937031e-07,0.001008009,1.505854e-07
"GBGJ01121311",0.009649458,6.639292e-58,0.000770546
"GBGJ01121348",6.539139e-13,2.060037e-06,5.003339e-13
"GBGJ01121354",0.002810651,9.190712e-41,0.002810651
"GBGJ01121366",0.2433946,8.249049e-65,0.1103782
"GBGJ01121375",4.752711e-05,0.06783126,5.999563e-05
"GBGJ01121443",1.450452e-06,0.2051111,1.084942e-06
"GBGJ01121497",4.423028e-05,0.0002603484,4.466864e-05
"GBGJ01121511",9.557513e-07,5.73703e-06,9.022319e-07
"GBGJ01121514",3.301647e-10,7.260601e-13,1.151738e-10
"GBGJ01121710",0.02209442,7.808399e-05,0.02077728
"GBGJ01121743",6.755737e-10,5.95111e-05,4.058673e-10
"GBGJ01121757",5.703225e-06,0.2108508,5.39818e-06
